nameFirst,nameLast,birthYear,birthCountry,deathYear,deathCountry
Mike,Hart,1951,USA,,
Jason,Miller,1982,USA,,
Ken,Richardson,1915,USA,1987,USA
Roy,Hansen,1898,USA,1977,USA
Joe,Walsh,1864,USA,1911,USA
Erik,Johnson,1989,USA,,
Al,Hall,,USA,1885,USA
Tommy,O'Brien,1918,USA,1978,USA
Julio,Moreno,1921,Cuba,1987,USA
Bill,Smith,1865,USA,1886,CAN
Charlie,Hudson,1949,USA,,
Rankin,Johnson,1917,USA,2005,USA
Billy,Murray,1864,USA,1937,USA
Jose,Alvarez,1989,Venezuela,,
Bob,Thorpe,1926,USA,1996,USA
Burch,Smith,1990,USA,,
Matt,Maloney,1984,USA,,
Jose,Mercedes,1971,D.R.,,
Bill,Webb,1913,USA,1994,USA
Alberto,Arias,1983,D.R.,,
Joe,Mather,1982,USA,,
Jack,Phillips,1921,USA,2009,USA
Jim,Bagby,1916,USA,1988,USA
Iron,Davis,1890,USA,1961,USA
Ray,Wolf,1904,USA,1979,USA
Kevin,Mitchell,1962,USA,,
Rip,Williams,1882,USA,1933,USA
Billy,Wagner,1971,USA,,
Bob,Malloy,1918,USA,2007,USA
Andres,Torres,1978,USA,,
Ripper,Collins,1904,USA,1970,USA
Andrew,Moore,1994,USA,,
Tony,Brewer,1957,USA,,
Albie,Lopez,1971,USA,,
Ollie,Brown,1944,USA,2015,USA
Greg,Smith,1983,USA,,
Mike,Ryan,1977,USA,,
Dave,McKay,1950,CAN,,
Jim,Walkup,1895,USA,1990,USA
Arturo,Lopez,1983,Mexico,,
Ed,Wheeler,1878,USA,1960,USA
Mike,Darr,1956,USA,,
Keith,Johns,1971,USA,,
Johnny,Evers,1881,USA,1947,USA
Bill,Cunningham,1886,USA,1946,USA
Billy,Buckner,1983,USA,,
Len,Gabrielson,1940,USA,,
Mike,Kelly,1970,USA,,
Bob,Locker,1938,USA,,
Cesar,Hernandez,1990,Venezuela,,
Dewey,Robinson,1955,USA,,
Jim,Britt,,,,
Fresco,Thompson,1902,USA,1968,USA
Gary,Cooper,1956,USA,,
Johnny,Mitchell,1894,USA,1965,USA
Mike,Adamson,1947,USA,,
Boss,Schmidt,1880,USA,1932,USA
Joe,Straub,1858,USA,1929,USA
Kevin,Chapman,1988,USA,,
Hector,Perez,1996,D.R.,,
Jason,Thompson,1971,USA,,
William,Brown,1866,USA,1897,USA
Jack,McCarthy,1869,USA,1948,USA
Brooks,Brown,1985,USA,,
Ken,Robinson,1969,USA,1999,USA
Marty,Brown,1963,USA,,
Al,Smith,1907,USA,1977,USA
Bill,Doran,1898,USA,1978,USA
Mike,Hart,1958,USA,,
Pat,Perry,1959,USA,,
Kevin,Brown,1966,USA,,
Bill,Donovan,1916,USA,1997,USA
Hal,Trosky,1936,USA,2012,USA
Lance,McCullers,1993,USA,,
Mark,Brown,1959,USA,,
Alberto,Reyes,1970,D.R.,,
Darron,Cox,1967,USA,,
Alex,Escobar,1978,Venezuela,,
Barney,Martin,1923,USA,1997,USA
Daniel,Hudson,1987,USA,,
King,Kelly,1857,USA,1894,USA
Ed,Lennon,1897,USA,1947,USA
John,Gilbert,1864,USA,1903,USA
Cy,Morgan,1878,USA,1962,USA
Scott,Lewis,1965,USA,,
Josh,Donaldson,1985,USA,,
Bill,Barrett,1900,USA,1951,USA
Bill,James,1892,USA,1971,USA
Roy,Johnson,1895,USA,1986,USA
Charlie,Moran,1878,USA,1949,USA
Hector,Martinez,1939,Cuba,1999,Cuba
George,Williams,1969,USA,,
Joe,Martin,1911,USA,1960,USA
Bob,Valentine,,,,
Tim,Corcoran,1978,USA,,
Kevin,Brown,1973,USA,,
Bill,Murphy,1981,USA,,
Buster,Ross,1903,USA,1982,USA
Jake,Boyd,1874,USA,1932,USA
Jim,Miller,1880,USA,1937,USA
Stan,Williams,1936,USA,2021,USA
Mike,Wilson,1983,USA,,
Alex,Gonzalez,1973,USA,,
Mike,Adams,1978,USA,,
Joey,Jay,1935,USA,,
Elizardo,Ramirez,1983,D.R.,,
Leonidas,Lee,1860,USA,1912,USA
Johnny,O'Brien,1930,USA,,
Jose,Reyes,1983,D.R.,,
Mark,Lee,1964,USA,,
Keegan,Thompson,1995,USA,,
Kerry,Robinson,1973,USA,,
Charley,Jones,1852,USA,1911,USA
Tommy,Brown,1927,USA,,
Ed,Glenn,1875,USA,1911,USA
Billy,Taylor,1855,USA,1900,USA
Ryan,Jackson,1988,USA,,
Pat,Flaherty,1866,USA,1946,USA
Bill,Taylor,1929,USA,2011,USA
Minnie,Mendoza,1933,Cuba,,
Mel,Stottlemyre,1941,USA,2019,USA
Randy,Wolf,1976,USA,,
Frank,Crossin,1891,USA,1965,USA
Tanner,Scott,1994,USA,,
Luis,Perdomo,1984,D.R.,,
Fred,Tenney,1871,USA,1952,USA
Bill,Wagner,1894,USA,1951,USA
Willie,Clark,1870,USA,1932,USA
Pete,Hernandez,1959,D.R.,,
Willie,Adams,1972,USA,,
Jose,Fernandez,1988,Cuba,,
Jack,Boyle,1866,USA,1913,USA
Cam,Hill,1994,USA,,
Jerome,Williams,1981,USA,,
Jim,Brown,1891,USA,1944,USA
Stan,Cliburn,1956,USA,,
Brett,Kennedy,1994,USA,,
Bennie,Daniels,1932,USA,,
Dick,Smith,1944,USA,,
Robert,Foster,1856,USA,1921,USA
Jose,Jimenez,1973,D.R.,,
John,Hall,1924,USA,1995,USA
Greg,Harris,1955,USA,,
Jack,Sanford,1917,USA,2005,USA
Matt,Lawton,1971,USA,,
Stub,Smith,1873,USA,1947,USA
Marquis,Grissom,1967,USA,,
Joe,Williams,1886,USA,1951,USA
Jack,Daniels,1927,USA,2013,USA
Roy,Smalley,1952,USA,,
Roy,Thomas,1874,USA,1959,USA
Patrick,Larkins,1860,USA,1918,USA
Scott,Baker,1981,USA,,
Tony,Perezchica,1966,Mexico,,
Leury,Garcia,1991,D.R.,,
Jake,Thompson,1994,USA,,
Brian,Johnson,1968,USA,,
Lee,Smith,1957,USA,,
Pat,Martin,1894,USA,1949,USA
Boog,Powell,1993,USA,,
Mike,Smith,1963,USA,,
Tom,Long,1890,USA,1972,USA
Roy,Johnson,1959,USA,2009,Mexico
Alex,Gonzalez,1977,Venezuela,,
Freeman,Brown,1845,USA,1916,USA
Danny,Lynch,1926,USA,1978,USA
Jo-Jo,Reyes,1984,USA,,
Willie,Smith,1939,USA,2006,USA
Marc,Hall,1887,USA,1915,USA
John,Grabow,1978,USA,,
John,Burkett,1964,USA,,
Roberto,Mejia,1972,D.R.,,
Johnny,Edwards,1938,USA,,
Paddy,O'Connor,1879,Ireland,1950,USA
Carlos,Pascual,1931,Cuba,2011,USA
Rosario,Rodriguez,1969,Mexico,,
Robert,Ellis,1970,USA,,
Billy,Gleason,1894,USA,1957,USA
Joe,Farrell,1857,USA,1893,USA
Luis,Martinez,1985,USA,,
Bobby,Rothermel,1870,USA,1934,USA
Hank,Thompson,1925,USA,1969,USA
Mike,Garcia,1923,USA,1986,USA
John,O'Rourke,1849,USA,1911,USA
Bruce,Ellingsen,1949,USA,,
Ron,Jackson,1933,USA,2008,USA
Bob,Kline,1909,USA,1987,USA
Billy,Harrell,1928,USA,2014,USA
Matt,Wagner,1972,USA,,
Joe,Klinger,1902,USA,1960,USA
Billy,Murphy,1944,USA,,
Shawn,Green,1972,USA,,
Reggie,Patterson,1958,USA,,
Roberto,Perez,1988,P.R.,,
Harry,Taylor,1919,USA,2000,USA
Danny,Richar,1983,D.R.,,
Charlie,Robinson,1856,USA,1913,USA
Jake,Rogers,1995,USA,,
Stacy,Jones,1967,USA,,
Jake,Wells,1863,USA,1927,USA
Rich,Thompson,1958,USA,,
Johnny,Jones,1892,USA,1980,USA
Jeremiah,Reardon,1868,USA,1907,USA
Jim,Manning,1862,USA,1929,USA
J. D.,Martinez,1987,USA,,
Chris,Carpenter,1985,USA,,
Billy,Johnson,1918,USA,2006,USA
Peter,O'Brien,1990,USA,,
Jimy,Williams,1943,USA,,
Warren,White,1844,USA,1890,USA
Ed,Kennedy,1861,USA,1912,USA
John,O'Donoghue,1939,USA,,
Tony,Martinez,1940,Cuba,1991,USA
John,Martin,1956,USA,,
Josh,Bell,1986,USA,,
Mitch,Keller,1996,USA,,
Johnnie,Chambers,1911,USA,1977,USA
Ricardo,Rodriguez,1992,Venezuela,,
Pat,Kelly,1944,USA,2005,USA
Darren,Clarke,1981,USA,,
Bill,Collins,1882,USA,1961,USA
Jackie,Robinson,1919,USA,1972,USA
John,O'Connell,1872,Ireland,1908,USA
Chief,Wilson,1883,USA,1954,USA
Richie,Scheinblum,1942,USA,2021,USA
Leo,Burke,1934,USA,,
Levi,Meyerle,1849,USA,1921,USA
Denny,Williams,1896,USA,1929,USA
Johnny,Gray,1926,USA,2014,USA
Jorge,De Leon,1987,D.R.,,
Dixie,Howell,1920,USA,1990,USA
Johnny,Hutchings,1916,USA,1963,USA
Jim,O'Rourke,1937,USA,,
Brian,Ellington,1990,USA,,
Jing,Johnson,1894,USA,1950,USA
Ruben,Amaro,1965,USA,,
Bud,Black,1932,USA,2005,USA
Charlie,Reilly,1867,USA,1937,USA
Bob,Miller,1868,USA,1931,USA
Carlos,Diaz,1958,USA,2015,USA
John,Danks,1985,USA,,
Keith,Mitchell,1969,USA,,
Salvador,Perez,1990,Venezuela,,
Mike,Scott,1955,USA,,
Ryan,Thompson,1992,USA,,
Charles,Johnson,1971,USA,,
Andy,Harrington,1888,USA,1938,USA
Steve,Brown,1957,USA,,
Miguel,Gonzalez,1984,Mexico,,
Doug,Camilli,1936,USA,,
Darryl,Hamilton,1964,USA,2015,USA
Charles,Moran,1879,USA,1934,USA
Kenny,Rogers,1964,USA,,
Fred,Smith,1878,USA,1964,USA
Brady,Rodgers,1990,USA,,
Jack,Burns,1878,United Kingdom,1957,USA
Tommy,Hughes,1919,USA,1990,USA
Darrell,Brown,1955,USA,,
Kick,Kelly,1856,USA,1926,USA
Bryn,Smith,1955,USA,,
Bobby,Mitchell,1943,USA,2019,USA
Edwin,Rodriguez,1960,P.R.,,
Fred,Beck,1886,USA,1962,USA
Doug,Rader,1944,USA,,
Joe,Hutcheson,1905,USA,1993,USA
Boardwalk,Brown,1889,USA,1977,USA
Marvin,Freeman,1963,USA,,
Frank,Howard,1936,USA,,
Tony,Phillips,1959,USA,2016,USA
Jeff,Richardson,1963,USA,,
Julius,Willigrod,1857,USA,1906,USA
Jose,Santiago,1974,P.R.,,
Bill,Lee,1909,USA,1977,USA
Dick,Smith,1939,USA,2012,USA
Brandon,Cunniff,1988,USA,,
Sam,White,1893,United Kingdom,1929,USA
Fran,Healy,1946,USA,,
Matt,Whiteside,1967,USA,,
Jose,Fernandez,1993,D.R.,,
Carl,Sadler,1976,USA,,
Mike,Sullivan,1860,USA,1929,USA
Pep,Young,1907,USA,1962,USA
John,Morris,1961,USA,,
Dan,Collins,1853,USA,1883,USA
Ed,Connolly,1939,USA,1998,USA
Chad,Bradford,1974,USA,,
Ramon,Lopez,1933,Cuba,1982,USA
Charlie,Smith,1840,USA,1897,USA
Albie,Pearson,1934,USA,,
Henry,Jones,1860,USA,1922,USA
Eddie,Collins,1916,USA,2000,USA
Mike,Walker,1965,USA,,
Joe,Hicks,1933,USA,,
Jake,Smith,1990,USA,,
George,Wheeler,1869,USA,1946,USA
Miguel,Gonzalez,1983,Cuba,2017,Cuba
Joe,Dwyer,1903,USA,1992,USA
Henry,Rodriguez,1967,D.R.,,
Joe,Gallagher,1914,USA,1998,USA
Lee,Meyer,1888,USA,1968,USA
Roy,White,1943,USA,,
Art,Reinholz,1903,USA,1980,USA
Fred,Rath,1973,USA,,
Carlos,Valdez,1971,D.R.,,
Rudy,Hernandez,1931,D.R.,,
George,Wheeler,1881,USA,1918,USA
Johnny,Murphy,1908,USA,1970,USA
Dontrelle,Willis,1982,USA,,
Erasmo,Ramirez,1976,USA,,
John,Ward,,USA,,
Ted,Abernathy,1933,USA,2004,USA
Jacob,Nix,1996,USA,,
Dalton,Jones,1943,USA,,
Kyle,Waldrop,1991,USA,,
John,Anderson,1929,USA,1998,USA
Jim,Donnelly,1865,USA,1915,USA
Harl,Maggert,1883,USA,1963,USA
Bill,Henderson,1901,USA,1966,USA
Davy,Jones,1880,USA,1972,USA
John,Anderson,1873,Norway,1949,USA
John,Gallagher,1892,USA,1952,USA
Josh,Smith,1987,USA,,
Skinny,Graham,1899,USA,1973,USA
Doc,White,1879,USA,1969,USA
Jack,Barnett,1879,USA,1923,USA
Joe,Ostrowski,1916,USA,2003,USA
Ralph,Caldwell,1884,USA,1969,USA
Chad,Smith,1989,USA,,
Dave,Stapleton,1954,USA,,
Ed,Kennedy,1856,USA,1905,USA
Jack,Taylor,1873,USA,1900,USA
Chief,Johnson,1886,USA,1922,USA
Chris,Smith,1957,USA,,
Alex,Jones,1869,USA,1941,USA
John,McCarty,1867,USA,1942,USA
Dave,Stapleton,1961,USA,,
Billy,Taylor,1961,USA,,
Enrique,Burgos,1990,Panama,,
Darrell,Whitmore,1968,USA,,
Joe,Ward,1884,USA,1934,USA
Tyler,Green,1970,USA,,
Steve,Yerkes,1888,USA,1971,USA
Mike,Ramsey,1954,USA,,
Charlie,Whitehouse,1894,USA,1960,USA
Jeff,Jones,1956,USA,,
Drew,Anderson,1981,USA,,
Leron,Lee,1948,USA,,
Clarence,Jones,1940,USA,,
Michael,McDermott,1864,USA,1947,USA
Joe,Berry,1904,USA,1958,USA
Bill,Lindsey,1960,USA,,
Rosman,Garcia,1979,Venezuela,2011,Venezuela
Dave,Campbell,1942,USA,,
Eric,Young,1985,USA,,
John,Kennedy,1926,USA,1998,USA
Elliot,Johnson,1984,USA,,
Enrique,Burgos,1965,Panama,,
Tom,York,1850,USA,1936,USA
Alex,Ramirez,1974,Venezuela,,
Marc,Sullivan,1958,USA,,
Mace,Brown,1909,USA,2002,USA
Jody,Davis,1956,USA,,
Guilder,Rodriguez,1983,Venezuela,,
Mike,Brumley,1938,USA,2016,USA
Eddie,Miller,1916,USA,1997,USA
Curly,Brown,1888,USA,1968,USA
Ken,Griffey,1950,USA,,
Ben,Meyer,1993,USA,,
John,Kelly,1879,USA,1944,USA
William,Contreras,1997,Venezuela,,
Patrick,Gillespie,1851,USA,1910,USA
Billy,Smith,1953,USA,,
Balor,Moore,1951,USA,,
Fred,Frankhouse,1904,USA,1989,USA
Cliff,Lee,1896,USA,1980,USA
Bill,Hall,1979,USA,,
Jim,Green,1854,USA,1912,USA
Luis,Ortiz,1995,USA,,
Dave,Wright,1875,USA,1946,USA
Jimmy,Anderson,1976,USA,,
Wally,Goldsmith,1848,USA,1915,USA
Luis,Garcia,1975,Mexico,,
Ben,Taylor,1992,USA,,
Brett,Marshall,1990,USA,,
Jay,Franklin,1953,USA,,
Ramon,Garcia,1969,Venezuela,,
Tim,Jones,1962,USA,,
Justin,Miller,1977,USA,2013,USA
Roy,Sanders,1892,USA,1950,USA
Dave,Smith,1957,USA,,
Mike,Davison,1945,USA,2013,USA
Bill,Mueller,1920,USA,2001,USA
Mike,Johnston,1979,USA,,
Jacob,May,1992,USA,,
David,Hernandez,1985,USA,,
Reggie,Williams,1960,USA,,
Mike,Bell,1974,USA,2021,USA
John,Wyatt,1935,USA,1998,USA
Milt,Welch,1924,USA,2019,USA
Jonathan,Diaz,1985,USA,,
Ozzie,Virgil,1932,D.R.,,
Bill,Evans,1919,USA,1983,USA
Chick,Shorten,1892,USA,1965,USA
Joe,McCarthy,1887,USA,1978,USA
Jim,Snyder,1932,USA,2021,USA
George,Staller,1916,USA,1992,USA
Rube,Peters,1885,USA,1965,USA
Brian,Giles,1960,USA,,
Jose,Cruz,1947,P.R.,,
Eddie,Kenna,1897,USA,1972,USA
Ray,Brown,1889,USA,1955,USA
Chief,Youngblood,1900,USA,1968,USA
Frank,Martin,1878,USA,1942,USA
Hal,McClure,1859,USA,1919,USA
Brandy,Davis,1927,USA,2005,USA
Bill,Conroy,1899,USA,1970,USA
Joe,Strauss,1858,USA,1906,USA
Fernando,Hernandez,1971,D.R.,,
Jess,Doyle,1898,USA,1961,USA
Jim,McKeever,1861,CAN,1897,USA
Mark,Smith,1955,USA,,
Jimmy,Williams,1876,USA,1965,USA
Jim,Long,1862,USA,1932,USA
Johnny,Berger,1901,USA,1979,USA
Eddie,Williams,1964,USA,,
Jim,Weaver,1903,USA,1983,USA
Brandon,Barnes,1986,USA,,
Dave,Williams,1880,United Kingdom,1918,USA
Lance,Carter,1974,USA,,
Joe,Simmons,1845,USA,1901,USA
Chris,Davis,1986,USA,,
Rasty,Wright,1895,USA,1948,USA
George,Stone,1876,USA,1945,USA
Javy,Lopez,1970,P.R.,,
Steve,Sparks,1975,USA,,
Cowboy,Jones,1874,USA,1958,USA
Jesse,Baker,1888,USA,1972,USA
Jason,Smith,1977,USA,,
John,Whitehead,1909,USA,1964,USA
Ed,Nunez,1963,P.R.,,
John,Lamb,1946,USA,,
Ed,Whited,1964,USA,,
Tom,Borland,1933,USA,2013,USA
Jim,O'Rourke,1850,USA,1919,USA
Roy,Clark,1874,USA,1925,USA
Paul,Wilson,1973,USA,,
Bobby,Mitchell,1856,USA,1933,USA
Brick,Smith,1959,USA,,
Pablo,Martinez,1969,D.R.,,
Mallex,Smith,1993,USA,,
Victor,Gonzalez,1995,Mexico,,
Bill,Moore,1902,USA,1984,USA
Rich,Thompson,1984,Australia,,
Scrappy,Moore,1892,USA,1964,USA
Matt,Franco,1969,USA,,
Eddie,Smith,1913,USA,1994,USA
Raul,Valdes,1977,Cuba,,
Dan,Murphy,1964,USA,,
Bill,Cunningham,1894,USA,1953,USA
Jerry,Grote,1942,USA,,
Luis,Castillo,1975,D.R.,,
Jakie,May,1895,USA,1970,USA
Johnny,Lucas,1903,USA,1970,USA
Ernie,Johnson,1888,USA,1952,USA
Pepper,Martin,1904,USA,1965,USA
Jamie,Allen,1958,USA,,
Dusty,Miller,1876,USA,1950,USA
Jeremy,Hernandez,1966,USA,,
Joe,Adams,1877,USA,1952,USA
Herman,Young,1886,USA,1966,USA
Gerry,Davis,1958,USA,,
Martin,Malone,,,,
Red,Kelly,1884,USA,1961,USA
Darin,Downs,1984,USA,,
Wallace,Johnson,1956,USA,,
Matt,Miller,1974,USA,,
Danny,Patterson,1971,USA,,
Darrin,Jackson,1963,USA,,
Lane,Thomas,1995,USA,,
Jason,Ryan,1976,USA,,
John,Schulze,1866,USA,1941,USA
Roberto,Clemente,1934,P.R.,1972,P.R.
Bill,James,1887,USA,1942,USA
Kelvin,Marte,1987,D.R.,,
John,Harris,1954,USA,,
Jesus,Sanchez,1974,D.R.,,
Randy,Milligan,1961,USA,,
Bryce,Harper,1992,USA,,
Ron,Jackson,1953,USA,,
Mike,Campbell,1964,USA,,
Jose,Nunez,1979,D.R.,,
Walt,Masters,1907,USA,1992,CAN
Hack,Miller,1894,USA,1971,USA
John,Sullivan,1920,USA,2007,USA
Dan,McGee,1911,USA,1991,USA
Jimmy,Williams,1847,USA,1918,USA
Marty,Perez,1946,USA,,
Milt,Smith,1929,USA,1997,USA
Tom,Hughes,1907,USA,1989,USA
Jose,Valentin,1969,P.R.,,
Tommy,Thompson,1889,USA,1963,USA
Ron,Allen,1943,USA,,
Ron,Jones,1964,USA,2006,USA
Bucky,Harris,1896,USA,1977,USA
Jimmy,O'Rourke,1883,USA,1955,USA
Luis,Garcia,1996,Venezuela,,
Mike,Wilson,1896,USA,1978,USA
John,Jones,1901,USA,1956,USA
Dakota,Hudson,1994,USA,,
John,Henry,1889,USA,1941,USA
George,Dickey,1915,USA,1976,USA
Bill,Harrington,1927,USA,,
Mike,Thompson,1980,USA,,
Charlie,Jackson,1894,USA,1968,USA
Josh,Lucas,1990,USA,,
Pat,Murphy,1958,USA,,
Dar,Smith,1960,USA,,
Alberto,Cabrera,1988,D.R.,,
Frank,Smith,1879,USA,1952,USA
Mike,Jordan,1863,USA,1940,USA
Ron,Stillwell,1939,USA,2016,USA
Jim,Willis,1927,USA,,
Jim,Lewis,1955,USA,,
John,Andrews,1949,USA,,
Andy,Sommers,1865,USA,1908,USA
Pedro,Borbon,1946,D.R.,2012,USA
Jerry,Reed,1955,USA,,
Jim,Hall,,,,
Tommy,Clarke,1888,USA,1945,USA
Bill,Grahame,1883,USA,1936,USA
John,Knight,1885,USA,1965,USA
Rob,Ellis,1950,USA,,
Jim,Campbell,1966,USA,,
Carmen,Hill,1895,USA,1990,USA
Charley,Moore,1884,USA,1970,USA
George,Susce,1930,USA,2010,USA
Steamboat,Williams,1892,USA,1979,USA
Henry,Owens,1979,USA,,
Jerry,Hurley,1863,USA,1950,USA
Mike,Brown,1959,USA,,
Ed,Phillips,1944,USA,2017,USA
Mike,Garcia,1968,USA,,
Chris,Ward,1949,USA,,
Joe,Valentine,1979,USA,,
Charlie,Miller,1892,USA,1972,USA
Bill,Wilson,1867,USA,1924,USA
Tom,Sullivan,1895,USA,1962,USA
Bruce,Robinson,1954,USA,,
Frank,Kellert,1924,USA,1976,USA
Dave,Johnson,1959,USA,,
Ramon,Webster,1942,Panama,,
Brock,Davis,1943,USA,,
Gus,Williams,1870,USA,1890,USA
Reggie,Sanders,1949,USA,2002,USA
Jim,Clark,1887,USA,1969,USA
Matt,West,1988,USA,,
Ramon,Flores,1992,Venezuela,,
Jeff,Weaver,1976,USA,,
Bob,Jones,1889,USA,1964,USA
Deacon,White,1847,USA,1939,USA
George,Snyder,1848,USA,1905,USA
Ralph,Miller,1896,USA,1939,USA
Mike,Edwards,1976,USA,,
Frank,Smith,1857,CAN,1928,USA
Ike,Davis,1895,USA,1984,USA
Cody,Martin,1989,USA,,
Eddie,Fisher,1936,USA,,
Jose,Nunez,1964,D.R.,,
Cloyd,Boyer,1927,USA,2021,USA
Chet,Johnson,1917,USA,1983,USA
Jose,Fernandez,1992,Cuba,2016,USA
Jo-Jo,Morrissey,1904,USA,1950,USA
Anibal,Sanchez,1984,Venezuela,,
Jose,Valdez,1990,D.R.,,
Tony,Castillo,1957,USA,,
Doc,McMahon,1886,USA,1929,USA
Mel,Queen,1942,USA,2011,USA
Matt,Keough,1955,USA,2020,USA
Billy,Martin,1894,USA,1949,USA
Danny,Barnes,1989,USA,,
Joel,Bennett,1970,USA,,
Julian,Fernandez,1995,D.R.,,
Charlie,Snell,1893,USA,1988,USA
Frank,Quinn,1876,USA,1920,USA
Jeriome,Robertson,1977,USA,2010,USA
Steve,Barber,1948,USA,,
Mike,Christopher,1963,USA,,
Dan,Smith,1969,USA,,
Walt,Goldsby,1861,USA,1914,USA
Bradley,Zimmer,1992,USA,,
Walt,Williams,1943,USA,2016,USA
Chub,Sullivan,1856,USA,1881,USA
Carlos,Maldonado,1966,Panama,,
Chris,James,1962,USA,,
Ed,Williamson,1857,USA,1894,USA
Bill,Carrick,1873,USA,1932,USA
Tony,Taylor,1935,Cuba,2020,USA
Joe,Stanley,1881,USA,1967,USA
Oliver,Brown,1849,USA,1932,USA
Sam,Jones,1925,USA,1971,USA
Bill,Hart,1913,USA,1968,USA
Josh,Billings,1907,USA,1983,USA
Chase,Bradford,1989,USA,,
Ryan,Braun,1980,CAN,,
Jose,Martinez,1971,D.R.,,
Alex,Reyes,1994,USA,,
Pedro,Borbon,1967,D.R.,,
Marty,Martinez,1941,Cuba,2007,D.R.
Ivan,de Jesus,1953,P.R.,,
Jack,Farrell,1892,USA,1918,USA
Tom,Gorman,1925,USA,1992,USA
Bob,Thorpe,1935,USA,1960,USA
Paul,Householder,1958,USA,,
Tayron,Guerrero,1991,Colombia,,
Mario,Valdez,1974,Mexico,,
Tom,Sheehan,1894,USA,1982,USA
Joe,Martinez,1983,USA,,
Ron,Cook,1947,USA,,
Chet,Nichols,1931,USA,1995,USA
Dave,Schmidt,1957,USA,,
Mike,Young,1960,USA,,
Keith,Johnson,1971,USA,,
Danny,O'Connell,1929,USA,1969,USA
Tony,Murphy,1859,USA,1915,USA
Gerald,Williams,1966,USA,2022,
John,Clarkson,1861,USA,1909,USA
Ray,Miller,1945,USA,2021,USA
Jahmai,Jones,1997,USA,,
John,Burns,1861,USA,,
Jack,Ryan,1884,USA,1949,USA
Elmer,White,1849,USA,1872,USA
Fred,Tenney,1859,USA,1919,USA
Hal,Rice,1924,USA,1997,USA
Damon,Hollins,1974,USA,,
Eric,Davis,1962,USA,,
Joe,Martina,1889,USA,1962,USA
Mike,Brown,1959,USA,,
Dave,Roberts,1944,USA,2009,USA
Ricardo,Rodriguez,1978,D.R.,,
John,Christensen,1960,USA,,
Jimmy,Jones,1964,USA,,
Randy,Stein,1953,USA,2011,USA
Jarlin,Garcia,1993,D.R.,,
Alex,Pearson,1877,USA,1966,USA
Dixie,Davis,1890,USA,1944,USA
John,Dwyer,,USA,,
Charlie,Fisher,1852,USA,1917,USA
Jordan,Hicks,1996,USA,,
Juan,Perez,1986,D.R.,,
Mike,Fuentes,1958,USA,,
Sam,Bowens,1938,USA,2003,USA
Josiah,Gray,1997,USA,,
Tom,Gorman,1957,USA,,
Mark,Davidson,1961,USA,,
Dave,Hamilton,1947,USA,,
Ham,Allen,1846,USA,1881,USA
Jaime,Schultz,1991,USA,,
Justin,Williams,1995,USA,,
Jim Ray,Hart,1941,USA,2016,USA
John,Peters,1850,USA,1924,USA
Steve,Kline,1947,USA,2018,USA
Marc,Valdes,1971,USA,,
John,Ward,1860,USA,1925,USA
George,Harper,1866,USA,1931,USA
Boyd,Perry,1914,USA,1990,USA
Chris,Jones,1957,USA,,
Frank,Quinn,1927,USA,1993,USA
Vladimir,Guerrero,1975,D.R.,,
Billy,Martin,1928,USA,1989,USA
Ronald,Herrera,1995,Venezuela,,
Milt,Scott,1861,USA,1938,USA
Jose,Barrero,1998,Cuba,,
Sandy,Rosario,1985,D.R.,,
Eddie,Phillips,1901,USA,1968,USA
Jim,Hickman,1937,USA,2016,USA
Tom,Sullivan,1860,USA,1947,USA
Ben,Taylor,1889,USA,1946,USA
Bob,Hall,1923,USA,1983,USA
Billy,Hamilton,1866,USA,1940,USA
Jon,Gray,1991,USA,,
Pedro,Martinez,1968,D.R.,,
Paul,Campbell,1995,USA,,
John,Peters,1893,USA,1932,USA
Jeff,Hoffman,1993,USA,,
Ed,Olivares,1938,P.R.,,
Jayson,Nix,1982,USA,,
Jimmy,Callahan,1874,USA,1934,USA
Dixie,Walker,1888,USA,1965,USA
Earl,Smith,1897,USA,1963,USA
Mike,Bell,1968,USA,,
George,Williams,1939,USA,2009,USA
Tommy,Taylor,1892,USA,1956,USA
Darrell,Miller,1958,USA,,
Mike,Griffin,1865,USA,1908,USA
Chubby,Snyder,1890,USA,1954,USA
Ducky,Holmes,1869,USA,1932,USA
Mike,Welch,1972,USA,,
Juan,Diaz,1988,D.R.,,
Jack,Allen,1855,USA,1915,USA
Harry,Davis,1873,USA,1947,USA
Bobby,Estalella,1911,Cuba,1991,USA
Brady,Anderson,1964,USA,,
Brendan,Rodgers,1996,USA,,
Mickey,Scott,1947,Germany,2011,USA
Rod,Nichols,1964,USA,,
Milt,Jordan,1927,USA,1993,USA
John,Farrell,1962,USA,,
Tom,Gorman,1919,USA,1986,USA
Terry,Jones,1971,USA,,
Archie,Wilson,1923,USA,2007,USA
Pat,Kelly,1955,USA,,
Dan,Murray,1973,USA,,
Bobby,Adams,1921,USA,1997,USA
Frank,Thompson,1895,USA,1940,USA
Daniel,Murphy,1985,USA,,
Sam,Narron,1981,USA,,
Bobby,Kline,1929,USA,2021,USA
Dave,Garcia,1920,USA,2018,USA
Jackie,Hayes,1861,USA,1905,USA
Joe,Johnson,1961,USA,,
Angel,Sanchez,1983,P.R.,,
Miguel,Perez,1983,Venezuela,,
Bud,Thomas,1910,USA,2001,USA
Joe,Morgan,1943,USA,2020,USA
Pat,Maloney,1888,USA,1979,USA
